"","charge","chemicalFormula"
"3039",0,"C14H10O"
"3040",0,"C14H10O"
"3041",0,"C14H12O2"
"3042",-1,"C6H9O6"
"3043",-1,"C8H7O2"
"3044",-3,"C10H11N5O13P3"
"3045",-1,"C10H11N5O7P"
"3046",0,"C10H15N6O6P"
"3047",0,"C19H24N7O8P"
"3048",-1,"C21H25N7O9P"
"3049",-1,"C22H27N7O9P"
"3050",-1,"C23H29N7O9P"
"3051",0,"C23H29N7O6"
"3052",0,"C24H31N7O6"
"3053",0,"C8H16O"
"3054",0,"C8H14O"
"3055",-2,"C4H6NO7P"
"3056",0,"C6H12O5"
"3057",0,"C6H10O5"
"3058",-1,"C6H11O7"
"3059",0,"C5H12O"
"3060",0,"C5H10O"
"3061",-2,"C16H24N2O15P2"
"3062",-1,"C5H11O4S2"
"3063",-1,"C5H9O4S2"
"3064",-1,"C5H11O4S2"
"3065",0,"C28H48O"
"3066",-2,"C3H4O6S"
"3067",0,"C10H11N5O4"
"3068",0,"C10H15N5O"
"3069",-2,"C17H21N4O9P"
"3070",0,"C17H22N4O6"
"3071",0,"C34H58N4O24S2"
"3072",-1,"C18H31O4"
"3073",0,"C9H7NO2"
"3074",0,"C10H9NO2"
"3075",-3,"C41H71N7O18P3S"
"3076",1,"C20H25N2O2"
"3077",1,"C20H25N2O3"
"3078",0,"C3H6O"
"3079",0,"C3H6O"
"3080",0,"C29H46O"
"3081",0,"C29H48O2"
"3082",-1,"H2O3P"
"3083",-1,"CH4AsO3"
"3084",0,"CH5AsO2"
"3085",0,"C25H33NO11"
"3086",0,"C25H33NO11"
"3087",0,"C7H5Cl3O"
"3088",-1,"H2AsO3"
"3089",1,"C27H25N4O3"
"3090",1,"C28H27N4O3"
"3091",-1,"C4H6NO5"
"3092",-1,"C12H17O3"
"3093",0,"C13H20O3"
"3094",0,"C31H52O"
"3095",-2,"C7H6O6"
"3096",-2,"C7H6O6"
"3097",0,"C10H16"
"3098",0,"C10H16"
"3099",-2,"C9H15O12P"
"3100",0,"C12H16O7"
"3101",0,"C7H13NO"
"3102",1,"C7H12N"
"3103",-3,"C31H43N7O20P3S"
"3104",-3,"C15H21N2O19P2S"
"3105",0,"C29H48O"
"3106",0,"C30H50O"
"3107",-1,"C8H7O4"
"3108",-7,"C6H12O27P7"
"3109",0,"COS"
"3110",0,"C4H3NO2"
"3111",0,"C8H9NO2"
"3112",0,"C10H16O"
"3113",0,"C10H18O2"
"3114",-4,"C3H3O9PS"
"3115",-2,"C3H4O6S"
"3116",-1,"C9H15O9"
"3117",0,"C9H18O8"
"3118",-7,"C6H12O27P7"
"3119",-4,"C6H12O18P4"
"3120",-8,"C42H38CoN4O16"
"3121",-8,"C43H40CoN4O16"
"3122",-7,"C44H43CoN4O16"
"3123",-7,"C45H45CoN4O16"
"3124",-7,"C44H45CoN4O16"
"3125",-7,"C44H47CoN4O16"
"3126",-6,"C45H52CoN4O14"
"3127",-6,"C45H52CoN4O14"
"3128",-1,"C10H9N4O6"
"3129",-1,"C6H7O7"
"3130",1,"C21H23N2O3"
"3131",0,"C21H22N2O3"
"3132",0,"C19H20N2O"
"3133",0,"C19H20N2O"
"3134",0,"C19H22N2O"
"3135",0,"C19H22N2O2"
"3136",0,"C31H48O3"
"3137",-1,"C16H23O9"
"3138",-1,"C16H21O10"
"3139",-1,"C26H42NO6"
"3140",-1,"C3H7NO5P"
"3141",-1,"C10H10NO3"
"3142",0,"C21H24N2O4"
"3143",0,"C21H22N2O3"
"3144",0,"C21H24N2O3"
"3145",0,"C21H24N2O3"
"3146",1,"C21H27N2O3"
"3147",0,"C21H24N2O2"
"3148",1,"C21H25N2O2"
"3149",0,"C21H24N2O3"
"3150",0,"C22H26N2O3"
"3151",1,"C46H57N4O8"
"3152",1,"C46H59N4O9"
"3153",0,"C4H9NO2"
"3154",0,"C21H24N2O3"
"3155",0,"C21H26N2O3"
"3156",0,"C23H28N2O4"
"3157",0,"C21H22N2O3"
"3158",0,"C21H24N2O3"
"3159",0,"C21H22N2O2"
"3160",0,"C21H24N2O3"
"3161",1,"C21H27N2O3"
"3162",1,"C19H25N2O2"
"3163",1,"C20H27N2O2"
"3164",-2,"C5H10O8P2"
"3165",0,"C19H27NO3"
"3166",0,"C29H37N3O2"
"3167",0,"C19H29NO4"
"3168",-1,"C16H21O9"
"3169",-2,"C69H113NO17P2"
"3170",0,"C8H7NO"
"3171",0,"C14H17NO6"
"3172",0,"C10H16O"
"3173",0,"C10H16"
"3174",0,"C3H5NO3"
"3175",0,"C48H72O4"
"3176",0,"C21H34O2"
"3177",0,"C4H9NO3"
"3178",1,"C20H28R"
"3179",-2,"C33H42N4O6"
"3180",-2,"C33H40N4O6"
"3181",-2,"C33H46N4O6"
"3182",-2,"C33H44N4O6"
"3183",-1,"C35H33MgN4O5"
"3184",-1,"C35H31MgN4O5"
"3185",-2,"C35H28MgN4O5"
"3186",-2,"C35H30MgN4O5"
"3187",1,"Fe2S2"
"3188",2,"Fe2S2"
"3189",0,"C20H32O"
"3190",0,"C20H30O"
"3191",-1,"C20H29O2"
"3192",-1,"C20H29O3"
"3193",-1,"C20H27O3"
"3194",-1,"C20H29O4"
"3195",-2,"C20H26O4"
"3196",0,"C20H32"
"3197",0,"C20H32"
"3198",0,"C20H32"
"3199",0,"C20H32"
"3200",0,"C20H32"
"3201",0,"C20H32"
"3202",0,"C20H32"
"3203",0,"C20H32O"
"3204",0,"C22H34O2"
"3205",0,"C20H32O2"
"3206",0,"C22H34O3"
"3207",0,"C22H32O9"
"3208",0,"C29H36O10"
"3209",0,"C31H38O11"
"3210",-2,"C20H34O7P2"
"3211",-2,"C20H26O5"
"3212",-2,"C20H24O5"
"3213",-2,"C20H24O6"
"3214",-1,"C19H23O4"
"3215",-1,"C19H23O5"
"3216",-1,"C19H23O5"
"3217",-1,"C19H23O6"
"3218",-2,"C12H22NO14P2R"
"3219",-1,"C10H13O2"
"3220",-3,"C31H45N7O17P3S"
"3221",-3,"C31H47N7O18P3S"
"3222",-3,"C31H45N7O18P3S"
"3223",-4,"C31H46N7O19P3S"
"3224",0,"C10H16O"
"3225",0,"C10H16O"
"3226",0,"C10H16O"
"3227",0,"C10H16O"
"3228",0,"C10H16O2"
"3229",-1,"C10H15O3"
"3230",-1,"C10H15O2"
"3231",0,"C10H16O"
"3232",-1,"C10H15O2"
"3233",-3,"C31H47N7O17P3S"
"3234",-3,"C31H49N7O18P3S"
"3235",-3,"C31H47N7O17P3S"
"3236",-3,"C31H47N7O18P3S"
"3237",-3,"C28H43N7O17P3S"
"3238",-1,"C7H11O2"
"3239",0,"C10H16O"
"3240",0,"C10H16O"
"3241",0,"C10H18O"
"3242",0,"C10H18O"
"3243",-2,"C16H22N2O15P2"
"3244",-1,"C16H26N3O14P2"
"3245",-2,"C16H22N2O14P2"
"3246",-1,"C16H26N3O13P2"
"3247",-1,"C18H30N3O13P2"
"3248",-3,"C16H19N2O14P2"
"3249",-2,"C16H22N2O14P2"
"3250",-2,"C16H22N2O14P2"
"3251",-2,"C16H24N2O14P2"
"3252",-2,"C17H26N2O14P2"
"3253",-2,"C16H22N2O14P2"
"3254",-2,"C17H24N2O14P2"
"3255",-2,"C17H26N2O14P2"
"3256",-2,"C16H22N2O15P2"
"3257",-1,"C18H30N3O14P2"
"3258",-3,"C16H19N2O14P2"
"3259",0,"C23H38O5"
"3260",1,"C31H54NO8"
"3261",-2,"C16H24N2O15P2"
"3262",1,"C31H52NO10"
"3263",1,"C37H62NO14"
"3264",0,"C20H34O7"
"3265",0,"C26H44O10"
"3266",0,"C27H46O10"
"3267",0,"C17H28O4"
"3268",1,"C25H44NO6"
"3269",0,"C20H32O5"
"3270",1,"C28H48NO7"
"3271",1,"C25H44NO7"
"3272",1,"C25H44NO7"
"3273",1,"C28H48NO8"
"3274",0,"C30H50O"
"3275",0,"C30H50O"
"3276",0,"C30H50O"
"3277",0,"C34H48O9"
"3278",0,"C34H50O9"
"3279",0,"C34H46O8"
"3280",0,"C34H48O8"
"3281",0,"C33H46O9"
"3282",0,"C33H48O9"
"3283",0,"C33H44O8"
"3284",0,"C33H46O8"
"3285",0,"C35H52O9"
"3286",0,"C35H50O8"
"3287",0,"C34H50O9"
"3288",0,"C34H48O8"
"3289",0,"C41H62O12"
"3290",0,"C48H74O15"
"3291",0,"C42H64O12"
"3292",0,"C49H76O15"
"3293",0,"C41H60O11"
"3294",0,"C48H72O14"
"3295",0,"C42H62O11"
"3296",0,"C49H74O14"
"3297",0,"C40H60O12"
"3298",0,"C47H72O15"
"3299",0,"C41H62O12"
"3300",0,"C48H74O15"
"3301",0,"C40H58O11"
"3302",0,"C47H70O14"
"3303",0,"C41H60O11"
"3304",0,"C48H72O14"
"3305",0,"C30H50O3"
"3306",-1,"C18H29O16"
"3307",-1,"C48H77O18"
"3308",-1,"C20H29O2"
"3309",-1,"C20H29O2"
"3310",-1,"C18H30N3O13P2"
"3311",2,"C44H82N2O15"
"3312",0,"C16H14O6"
"3313",0,"C19H38NO3R"
"3314",0,"C15H24"
"3315",-1,"C9H9O4"
"3316",1,"C18H40NO3"
"3317",0,"C19H38NO4R"
"3318",-1,"C3H9NO4P"
"3319",-2,"C4H8NO6P"
"3320",0,"C15H14O6"
"3321",0,"C15H14O7"
"3322",-1,"C21H19O10"
"3323",-1,"C21H19O11"
"3324",-2,"C21H18O12"
"3325",-1,"C15H9O8"
"3326",0,"C15H14O6"
"3327",0,"C15H14O7"
"3328",-1,"C23H23O12"
"3329",0,"C15H10O7"
"3330",0,"C15H10O4"
"3331",0,"C15H12O4"
"3332",0,"C15H12O4"
"3333",0,"C16H12O5"
"3334",0,"C16H12O6"
"3335",0,"C16H14O6"
"3336",-3,"C31H41N7O20P3S"
"3337",0,"C10H10O4"
"3338",0,"C10H12O4"
"3339",0,"C9H10O3"
"3340",0,"C6H14NO8P"
"3341",0,"C6H14NO8P"
"3342",0,"C4H10NO6P"
"3343",-1,"C7H13NO9P"
"3344",0,"C7H11NO5"
"3345",0,"C7H9NO4"
"3346",-2,"C15H20N2O17P2"
"3347",-1,"C7H6NO3"
"3348",-1,"C5H5N4O5"
"3349",0,"C15H10O6"
"3350",0,"C15H14O5"
"3351",0,"C21H20O11"
"3352",1,"C3H7N2"
"3353",0,"C15H14O5"
"3354",0,"C6H12O2"
"3355",0,"C6H10O3"
"3356",-3,"C29H39N7O19P3S"
"3357",-1,"C8H5O5"
"3358",0,"C8H9NO3"
"3359",-1,"C16H24N3O13P2"
"3360",-1,"C17H26N3O13P2"
"3361",-1,"C17H26N3O13P2"
"3362",-1,"C17H28N3O13P2"
"3363",0,"C8H9NO4"
"3364",-1,"C20H13O7"
"3365",0,"C19H14O5"
"3366",0,"C19H12O4"
"3367",0,"C25H24O8"
"3368",-2,"C16H24N2O13P2"
"3369",0,"C31H34O10"
"3370",-2,"C16H24N2O14P2"
"3371",0,"C37H44O13"
"3372",-1,"C25H23O9"
"3373",-1,"C37H43O14"
"3374",0,"C25H28O11"
"3375",0,"C43H58O18"
"3376",0,"C25H26O10"
"3377",0,"C31H36O12"
"3378",0,"C37H46O14"
"3379",0,"C43H56O17"
"3380",-2,"C21H14O8"
"3381",-1,"C22H17O8"
"3382",0,"C22H18O8"
"3383",0,"C22H20O9"
"3384",-1,"C16H26N3O13P2"
"3385",1,"C28H32NO11"
"3386",0,"C27H29NO11"
"3387",1,"C26H30NO9"
"3388",-1,"C20H15O8"
"3389",-1,"C20H13O7"
"3390",0,"C19H16O7"
"3391",0,"C19H14O5"
"3392",-1,"C20H11O8"
"3393",0,"C19H12O6"
"3394",-1,"C21H13O8"
"3395",0,"C20H14O6"
"3396",-1,"C20H15O9"
"3397",-1,"C21H17O9"
"3398",-1,"C27H27O12"
"3399",-2,"C16H24N2O14P2"
"3400",-1,"C33H37O15"
"3401",-2,"C17H26N2O14P2"
"3402",-1,"C40H49O18"
"3403",0,"C17H21NO4"
"3404",0,"C10H17NO3"
"3405",-1,"C9H14NO3"
"3406",-1,"C9H14NO3"
"3407",0,"C8H15NO"
"3408",1,"C5H12NO"
"3409",-2,"C17H26N2O15P2"
"3410",-1,"C14H15O4"
"3411",-1,"C13H15O4"
"3412",-1,"C12H13O3"
"3413",-2,"C27H19N3O10"
"3414",-2,"C43H47N3O18"
"3415",-1,"C10H8NO4"
"3416",-1,"C22H20NO6"
"3417",-1,"C29H32NO10"
"3418",-1,"C30H34NO10"
"3419",-1,"C31H35N2O11"
"3420",-1,"C21H17ClNO6"
"3421",-1,"C28H29ClNO10"
"3422",-1,"C29H31ClNO10"
"3423",-1,"C9H5ClNO4"
"3424",-2,"C7H5NO4"
"3425",-2,"C17H12N2O7"
"3426",-1,"C9H11O4"
"3427",-1,"C9H9O4"
"3428",-1,"C9H7O4"
"3429",-1,"C9H9O3"
"3430",-1,"C9H7O3"
"3431",-2,"C9H6O6"
"3432",0,"C15H12O6"
"3433",0,"C16H12O5"
"3434",0,"C22H22O10"
"3435",-1,"C25H23O13"
"3436",-1,"C24H21O15"
"3437",-1,"C36H35O18"
"3438",-2,"C39H36O21"
"3439",-3,"C42H37O24"
"3440",-2,"C24H20O13"
"3441",-1,"C27H29O14"
"3442",-1,"C33H39O19"
"3443",0,"C27H30O16"
"3444",0,"C33H40O21"
"3445",0,"C42H46O23"
"3446",-1,"C16H11O6"
"3447",0,"C21H20O11"
"3448",-3,"C15H7O16S3"
"3449",-1,"C21H19O12"
"3450",0,"C32H38O20"
"3451",0,"C27H30O17"
"3452",0,"C33H40O22"
"3453",0,"C26H28O16"
"3454",-1,"C16H11O8"
"3455",-1,"C17H13O8"
"3456",-2,"C24H20O14"
"3457",-1,"C27H29O15"
"3458",-1,"C33H39O20"
"3459",0,"C27H32O14"
"3460",-1,"C24H21O13"
"3461",-1,"C27H29O14"
"3462",0,"C28H32O14"
"3463",0,"C27H30O14"
"3464",-2,"C27H24O18"
"3465",-3,"C33H31O24"
"3466",0,"C27H30O15"
"3467",0,"C6H5Cl3O2"
"3468",0,"C6H3Cl3O2"
"3469",-2,"C6HCl3O4"
"3470",-1,"C6HCl2O4"
"3471",-2,"C6H2Cl2O5"
"3472",-1,"C6H3O4"
"3473",0,"C6H5ClO2"
"3474",-2,"C6H3ClO4"
"3475",-2,"C8H11NO5"
"3476",-3,"C8H11NO8P"
"3477",-1,"C8H12NO4"
"3478",0,"C8H16N2O3"
"3479",-2,"C6H5ClO5"
"3480",0,"C6H7ClO2"
"3481",0,"C30H44O2"
"3482",-1,"C14H21N4O9P2S"
"3483",-1,"C4H11NO4P"
"3484",0,"C15H16O2"
"3485",0,"C15H16O3"
"3486",0,"C15H16O3"
"3487",0,"C15H14O2"
"3488",0,"C8H8O2"
"3489",-1,"C15H13O4"
"3490",0,"C15H16O4"
"3491",0,"C8H10O"
"3492",0,"C8H10O2"
"3493",-3,"C17H22N3O18P2"
"3494",0,"C10H13N5O3"
"3495",0,"C10H12"
"3496",-1,"C11H11O2"
"3497",0,"C11H10"
"3498",-2,"C15H12O4"
"3499",-5,"C36H43N7O19P3S"
"3500",-4,"C36H42N7O19P3S"
"3501",-4,"C36H44N7O20P3S"
"3502",-4,"C36H42N7O20P3S"
"3503",-3,"C32H39N7O17P3S"
"3504",0,"C11H10"
"3505",0,"C11H12O2"
"3506",0,"C11H10O2"
"3507",-1,"C11H9O4"
"3508",-1,"C11H9O4"
"3509",0,"C8H8O2"
"3510",-1,"C8H7O3"
"3511",0,"C11H10O"
"3512",0,"C11H8O"
"3513",-1,"C11H7O2"
"3514",-1,"C11H9O4"
"3515",-1,"C11H7O4"
"3516",-2,"C11H6O6"
"3517",-2,"C11H6O6"
"3518",-1,"C8H5O4"
"3519",-2,"C8H4O5"
"3520",0,"C11H10O"
"3521",0,"C11H8O"
"3522",-1,"C11H7O2"
"3523",0,"C11H12O3"
"3524",0,"C11H10O3"
"3525",-1,"C11H9O5"
"3526",-1,"C11H9O5"
"3527",0,"C8H8O3"
"3528",-1,"C8H7O4"
"3529",0,"C7H8O3"
"3530",0,"C11H12O2"
"3531",-1,"C8H7O3"
"3532",-5,"C27H39N7O20P3S"
"3533",-4,"C27H38N7O19P3S"
"3534",-4,"C27H40N7O19P3S"
"3535",0,"C6H12"
"3536",0,"C40H56O2"
"3537",0,"C40H56O3"
"3538",0,"C40H56O4"
"3539",0,"C40H56O4"
"3540",0,"C40H56O4"
"3541",0,"C40H56O4"
"3542",0,"C15H22O3"
"3543",0,"C25H34O3"
"3544",0,"C25H34O3"
"3545",0,"C15H20O3"
"3546",-1,"C15H19O4"
"3547",0,"C40H58"
"3548",0,"C40H58"
"3549",0,"C40H56"
"3550",0,"C40H56"
"3551",0,"C3H4N4O2"
"3552",0,"C3H6N6"
"3553",0,"C3H5N5O"
"3554",0,"C6H10N6"
"3555",0,"C6H9N5O"
"3556",0,"C6H8N4O2"
"3557",1,"C3H8N"
"3558",0,"C6H15N4O6P"
"3559",-2,"C6H14N4O9P2"
"3560",0,"C6H12N2O3"
"3561",0,"C6H10N2O2"
"3562",-2,"C2H2O5S"
"3563",-1,"C2H5O4S"
"3564",-1,"C11H18N3O7S"
"3565",0,"C6H7NO2"
"3566",0,"C6H7NO2"
"3567",0,"C10H8O"
"3568",0,"C10H8O"
"3569",-1,"C20H24N3O7S"
"3570",-1,"C20H24N3O7S"
"3571",-1,"C20H24N3O7S"
"3572",0,"C10H8O"
"3573",0,"C10H8O"
"3574",0,"C10H10O2"
"3575",0,"C10H10O3"
"3576",0,"C10H7NO2"
"3577",0,"C10H7NO3"
"3578",0,"C10H7NO3"
"3579",-1,"C20H23N4O9S"
"3580",-1,"C20H23N4O9S"
"3581",-1,"C20H23N4O9S"
"3582",-1,"C20H23N4O9S"
"3583",0,"C10H9NO4"
"3584",-1,"C20H29O4"
"3585",-1,"C20H31O5"
"3586",-1,"C20H31O5"
"3587",-1,"C20H31O3"
"3588",-1,"C20H31O4"
"3589",-1,"C20H33O5"
"3590",-1,"C20H31O4"
"3591",-1,"C20H31O3"
"3592",-1,"C20H31O4"
"3593",-1,"C20H31O4"
"3594",-1,"C20H33O5"
"3595",-1,"C20H33O5"
"3596",-1,"C20H31O3"
"3597",-1,"C20H31O4"
"3598",-1,"C20H31O3"
"3599",-1,"C20H31O4"
"3600",-1,"C20H31O3"
"3601",-1,"C20H31O3"
"3602",-1,"C20H31O3"
"3603",-1,"C20H31O4"
"3604",-1,"C20H31O3"
"3605",-1,"C18H31O3"
"3606",-1,"C18H31O3"
"3607",-1,"C18H31O4"
"3608",-1,"C18H31O3"
"3609",-1,"C18H29O3"
"3610",-2,"C16H21N5O15P2"
"3611",-1,"C18H31O4"
"3612",-1,"C18H31O4"
"3613",0,"C6H5Br"
"3614",0,"C6H5BrO"
"3615",-1,"C20H27O3"
"3616",0,"C6H5BrO"
"3617",-1,"C16H21BrN3O7S"
"3618",-1,"C16H21BrN3O7S"
"3619",0,"C6H7BrO2"
"3620",0,"C6H7BrO2"
"3621",0,"C6H5BrO"
"3622",0,"C6H5BrO"
"3623",-1,"C6H4BrO2"
"3624",0,"C6H5BrO2"
"3625",0,"C20H12"
"3626",0,"C20H12O"
"3627",0,"C20H12O"
"3628",0,"C20H12O"
"3629",0,"C20H14O2"
"3630",-1,"C30H28N3O7S"
"3631",-1,"C30H28N3O7S"
"3632",0,"C20H14O3"
"3633",0,"C20H12O"
"3634",0,"C20H12O2"
"3635",0,"C2H2Cl2"
"3636",0,"C2H2Cl2O"
"3637",0,"C2H2Cl2O"
"3638",0,"C2H2Cl2O"
"3639",-1,"C12H18Cl2N3O7S"
"3640",-1,"C12H17ClN3O7S"
"3641",-1,"C12H17ClN3O7S"
"3642",0,"C2H4Cl2O2"
"3643",-2,"C12H17N3O8S"
"3644",0,"C2HCl3"
"3645",0,"C2HCl3O"
"3646",0,"C2HCl3O"
"3647",-1,"C12H16Cl2N3O6S"
"3648",0,"C2H3Cl3O2"
"3649",0,"C2HCl3O"
"3650",-1,"C2Cl3O2"
"3651",0,"C2H3Cl3O"
"3652",-1,"C8H10Cl3O7"
"3653",-1,"C20H33O4"
"3654",-1,"C20H33O4"
"3655",-1,"C20H33O4"
"3656",-1,"C20H33O4"
"3657",0,"C2H4Br2"
"3658",0,"C2H3BrO"
"3659",0,"C12H19N3O6S"
"3660",-1,"C12H18N3O7S"
"3661",-1,"C12H20N3O7S"
"3662",-1,"C18H33O4"
"3663",-1,"C18H33O4"
"3664",-2,"C22H32N6O13S2"
"3665",-3,"C6H8O10P"
"3666",0,"C21H34O2"
"3667",-2,"C12H18N2O7"
"3668",-2,"C12H16N2O7"
"3669",0,"C6H14O6"
"3670",-1,"C5H8NO3"
"3671",-1,"C20H39O3"
"3672",-1,"C20H37O3"
"3673",0,"C2H3FO"
"3674",0,"C20H21NO4"
"3675",0,"C10H14N2O"
"3676",0,"C19H30O4"
"3677",0,"C19H32O4"
"3678",0,"C5H8O2"
"3679",-1,"C20H25O5"
"3680",-2,"C12H18N2O8"
"3681",-2,"C12H18N2O9"
"3682",-2,"C12H18N2O8"
"3683",-1,"C9H7O3"
"3684",-1,"C6HCl4O"
"3685",0,"C3H6O"
"3686",0,"C20H20O5"
"3687",0,"C20H18O5"
"3688",0,"C20H18O5"
"3689",0,"C20H20O5"
"3690",0,"C20H18O5"
"3691",0,"C9H10O"
"3692",0,"C9H10O2"
"3693",-1,"C15H19O5"
"3694",-1,"C24H39O4"
"3695",-1,"C26H44NO6S"
"3696",-1,"C26H44NO7S"
"3697",-1,"C24H39O4"
"3698",0,"C27H46O2"
"3699",0,"C27H46O3"
"3700",0,"C27H46O2"
"3701",0,"C27H46O3"
"3702",-1,"C6H4NO4"
"3703",-3,"C29H37N7O18P3S"
"3704",0,"C15H10O6"
"3705",0,"C15H12O6"
"3706",-1,"C53H79O4"
"3707",0,"C54H82O4"
"3708",0,"C28H48O2"
"3709",0,"C29H50O2"
"3710",-8,"C41H38N4O16"
"3711",0,"C10H12O2"
"3712",0,"C11H14O2"
"3713",0,"C22H27NO4"
"3714",0,"C16H14O4"
"3715",-1,"C8H14N3O4"
"3716",0,"C4H8FNO3"
"3717",0,"C44H82O13"
"3718",0,"C76H142O15"
"3719",-3,"C29H40N8O17P3S"
"3720",0,"C14H11NO3"
"3721",0,"C26H38O7"
"3722",0,"C28H40O8"
"3723",-1,"C61H100O9P"
"3724",0,"C10H13N5O"
"3725",0,"C16H23N5O6"
"3726",-4,"C32H38N7O19P3S"
"3727",0,"C12H22O11"
"3728",-2,"C45H74O7P2"
"3729",0,"C48H72CoN11O8"
"3730",-2,"C50H82O7P2"
"3731",0,"C40H64"
"3732",-1,"C52H77O3"
"3733",-1,"C26H42NO4"
"3734",-2,"C26H41NO7S"
"3735",-1,"C26H42NO5"
"3736",-2,"C26H41NO8S"
"3737",-3,"C45H71N7O19P3S"
"3738",-1,"C5H9O7PR"
"3739",2,"C9H23N3O"
"3740",0,"C10H13NO"
"3741",0,"C8H9NO"
"3742",1,"C7H10N"
"3743",-1,"C10H15N5O9P"
"3744",-1,"C12H9O3S"
"3745",-1,"C9H6NO4"
"3746",0,"C15H12O5"
"3747",-1,"C24H35O5"
"3748",-1,"C24H33O4"
"3749",0,"C12H22O11"
"3750",0,"C12H22O11"
"3751",0,"C40H56O4"
"3752",0,"C40H56O3"
"3753",0,"C30H50"
"3754",0,"C30H52O"
"3755",0,"C15H12O3"
"3756",0,"C21H22O8"
"3757",0,"C27H32O12"
"3758",0,"C27H30O13"
"3759",0,"C33H40O18"
"3760",-2,"C18H14O7"
"3761",-1,"C18H17O7"
"3762",-2,"C14H12N2O8"
"3763",0,"C6H8N4"
"3764",0,"C6H6N4"
"3765",0,"C8H15NO2S"
"3766",0,"C5H8O"
"3767",0,"C11H12N2O4"
"3768",0,"C6H10O3S"
"3769",-1,"C4H7O2S"
"3770",0,"C15H12O7"
"3771",0,"C15H10O2"
"3772",0,"C15H12O3"
"3773",0,"C15H12O4"
"3774",0,"C15H10O2"
"3775",0,"C15H10O3"
"3776",0,"C18H25NO5"
"3777",0,"C18H25NO6"
"3778",0,"C15H10O3"
"3779",0,"C16H12O3"
"3780",-2,"C6H9O6PS"
"3781",-2,"C6H9O6PS"
"3782",-2,"C15H16N2O8S"
"3783",-1,"C10H11N2O5S"
"3784",0,"C8H7NO"
"3785",-2,"C9H12N3O9P"
"3786",1,"C4H8N"
"3787",-2,"C49H56FeN4O5"
"3788",-2,"C12H16O13"
"3789",1,"C9H20N3O3"
"3790",0,"C9H16N2O4"
"3791",-1,"C9H15N2O5"
"3792",0,"C8H7NO2"
"3793",0,"C8H7NO3"
"3794",0,"C8H7NO4"
"3795",0,"C14H17NO9"
"3796",-1,"C16H15O8"
"3797",-2,"HO4P"
"3798",-1,"C5H8NO4"
"3799",0,"C6H12O6"
"3800",-2,"C34H30FeN4O4"
"3801",2,"Mn"
"3802",2,"Mn"
"3803",2,"Zn"
"3804",2,"Zn"
"3805",1,"C6H15N2O2"
"3806",-1,"C4H6NO4"
"3807",-2,"O4S"
"3808",1,"C6H15N4O2"
"3809",0,"C5H10N2O3"
"3810",1,"C5H13N2O2"
"3811",0,"CH4N2O"
"3812",-2,"C3H7O6P"
"3813",1,"C5H14NO"
"3814",0,"C5H10O5"
"3815",0,"C6H13NO2"
"3816",0,"C6H12O6"
"3817",2,"C4H14N2"
"3818",0,"C6H9N3O2"
"3819",0,"C5H9NO2"
"3820",2,"Co"
"3821",0,"C5H10O5"
"3822",0,"C5H11NO2"
"3823",0,"C4H9NO3"
"3824",0,"C12H22O11"
"3825",-1,"NO3"
"3826",0,"C5H10O5"
"3827",2,"Ni"
"3828",2,"Ni"
"3829",3,"C7H22N3"
"3830",-1,"HO3S2"
"3831",1,"C12H17N4OS"
"3832",-1,"C4H6NO4"
"3833",0,"C6H13NO2"
"3834",0,"C7H15NO3"
"3835",0,"C5H11NO2"
"3836",0,"W"
"3837",0,"W"
"3838",0,"C5H11NO2S"
"3839",0,"C5H13NO4S"
"3840",0,"C6H12O6"
"3841",6,"C61H86CoN13O14PR"
"3842",6,"C61H86CoN13O14PR"
"3843",0,"C27H42FeN9O12"
"3844",0,"C27H42FeN9O12"
"3845",0,"C12H10FeO14"
"3846",0,"C12H10FeO14"
"3847",0,"C30H27FeN3O15"
"3848",0,"C30H27FeN3O15"
"3849",-1,"HO4PR"
"3850",-1,"HO4PR"
"3851",0,"C7H13NO2"
"3852",0,"C7H13NO2"
"3853",1,"C8H18NO"
"3854",1,"C8H18NO"
"3855",0,"C9H18O8"
"3856",3,"Fe"
"3857",0,"C5H10N2O3"
"3858",0,"C5H10N2O3"
"3859",1,"H"
"3860",0,"C4H4N2O2"
"3861",0,"C9H13N3O5"
"3862",0,"C9H12N2O6"
"3863",0,"C10H14N2O5"
"3864",0,"C5H4N4O"
"3865",0,"C5H4N4O2"
"3866",0,"C5H5N5O"
"3867",0,"C10H13N5O5"
"3868",0,"C9H13N3O4"
"3869",-2,"C4H4O5"
"3870",1,"Na"
"3871",1,"Na"
"3872",-1,"C3H5O3"
"3873",-3,"C6H5O7"
"3874",2,"Ca"
"3875",2,"Ca"
"3876",2,"Mg"
"3877",0,"C3H7NO2"
"3878",0,"C5H11NO2S"
"3879",-1,"C10H15N2O3S"
"3880",-1,"C17H19N4O6"
"3881",0,"C6H12O6"
"3882",0,"C6H9NO2R2S2"
"3883",0,"C6H7NO2R2S2"
"3884",0,"C3H7NO2S"
"3885",-1,"C14H27O2"
"3886",-3,"C35H59N7O17P3S"
"3887",-1,"C15H29O2"
"3888",-3,"C36H61N7O17P3S"
"3889",-1,"C15H29O2"
"3890",-3,"C36H61N7O17P3S"
"3891",-1,"C16H31O2"
"3892",-3,"C37H63N7O17P3S"
"3893",-1,"C17H33O2"
