"","charge","chemicalFormula"
"4304",0,"C3H6ClNO2"
"4305",-1,"C7H4ClO2"
"4306",0,"C6H5O6R3"
"4307",-1,"C5H9O6"
"4308",0,"null"
"4309",0,"HRS"
"4310",0,"HO3RS2"
"4311",0,"C6H11O5RS"
"4312",0,"null"
"4313",-1,"C2H3NO2R"
"4314",-1,"C2O3R"
"4315",-1,"C2H3NO3R"
"4316",-2,"C7H9N2O5R"
"4317",-1,"C3H2NO3R2"
"4318",-1,"C3H5NO2R"
"4319",-1,"C2H3NO2R"
"4320",0,"C5H8O4"
"4321",0,"C10H18NO8PR2"
"4322",-1,"C5H6O8PR2"
"4323",0,"C5H6O5R2"
"4324",0,"C9H16NO8PR2"
"4325",-1,"C21H38O9P"
"4326",0,"C2HO2R"
"4327",-1,"C2H3NO2R"
"4328",-1,"C2H2O3R"
"4329",0,"C3H4OR2S"
"4330",0,"C3H2OR2S"
"4331",0,"null"
"4332",0,"null"
"4333",0,"C7H6O"
"4334",0,"C7H8O"
"4335",0,"C25H46NO8R"
"4336",-3,"C27H30N9O15P2"
"4337",-2,"C27H33N9O15P2"
"4338",0,"HOR"
"4339",-2,"C9H11N3O6R2"
"4340",-1,"C7H13N2O6S"
"4341",0,"C13H25NO2S2"
"4342",-3,"C24H36N7O18P3RS"
"4343",-3,"C24H36N7O18P3RS"
"4344",-2,"C14H17N3O15P2R2"
"4345",-2,"C8H10NO10PR2"
"4346",-2,"C8H12O13P2R2"
"4347",-1,"C11H16O13PR2"
"4348",0,"C7H6NOR"
"4349",0,"C8H14NO4R"
"4350",0,"HR"
"4351",0,"C6H11O5R"
"4352",0,"C6H11O5R"
"4353",0,"C8H14NO5R"
"4354",0,"C6H11O5R"
"4355",2,"FeR"
"4356",3,"FeR"
"4357",0,"C10H16"
"4358",-1,"C8H12O10PR2"
"4359",-2,"C13H16O17P2R4"
"4360",0,"C3H5OR"
"4361",-1,"C3H4O2R"
"4362",-1,"C7H11NO8PR2"
"4363",-1,"C8H13NO8PR2"
"4364",0,"C36H62O31"
"4365",0,"C30H52O26"
"4366",0,"C18H27O2R"
"4367",-1,"C4H5N2O4"
"4368",0,"C19H28O4"
"4369",0,"C19H26O4"
"4370",-1,"C9H10N2O4RS"
"4371",0,"C14H21NO11"
"4372",0,"C14H21NO14S"
"4373",0,"C14H21NO14S"
"4374",-1,"C3H4N2O3R"
"4375",-1,"C4H5NO3R"
"4376",-1,"C3H2NO3R2"
"4377",0,"null"
"4378",0,"C21H30O3"
"4379",-4,"C39H64N7O17P3S"
"4380",-3,"C41H71N7O17P3S"
"4381",-1,"C4H7O7PR"
"4382",-3,"C15H23O19P3R3"
"4383",-2,"C15H23O16P2R3"
"4384",-3,"C15H23O19P3R3"
"4385",0,"CH2OR2"
"4386",0,"COR2"
"4387",1,"C61H87CoN13O15P"
"4388",2,"C62H90CoN13O15P"
"4389",-1,"C2H2O2X"
"4390",-1,"X"
"4391",0,"C21H29O2R"
"4392",0,"null"
"4393",0,"null"
"4394",0,"null"
"4395",0,"H2R"
"4396",0,"C19H28O3"
"4397",0,"R"
"4398",0,"C10H10N2O3R2"
"4399",-1,"C10H10N2O6PR2"
"4400",-1,"C10H9N2O6R2S"
"4401",-1,"C4H11NO3P"
"4402",0,"C5H8ClNO2"
"4403",0,"C6H11O6R"
"4404",0,"C8H13O7R"
"4405",1,"C7H14N5O2R2"
"4406",0,"C7H12N4O3R2"
"4407",0,"C6H9N3O3R2"
"4408",-1,"C6H7N2O4R2"
"4409",-2,"C7H7N4O5PR2"
"4410",0,"C8H10N4O2R2"
"4411",0,"C10H12N4O7"
"4412",0,"C7H12NO6R"
"4413",-1,"C7H12NO9PR"
"4414",0,"C7H10NO6R"
"4415",0,"C7H12NO6R"
"4416",-1,"C19H29NO18PR2"
"4417",-1,"C8H8NO3"
"4418",-3,"C24H34N7O17P3RS"
"4419",0,"C11H16O10R2"
"4420",0,"C11H16O10R2"
"4421",0,"C5H11O7P"
"4422",0,"C11H21O12P"
"4423",0,"C13H24NO12P"
"4424",0,"C8H16NO8P"
"4425",1,"Fe2S2"
"4426",0,"C6H12O"
"4427",2,"Fe2S2"
"4428",0,"C19H32O"
"4429",0,"C19H32O2"
"4430",-1,"C7H12NO9PR"
"4431",0,"C14H24NO11R"
"4432",0,"C22H37N2O16R"
"4433",0,"C22H37N2O16R"
"4434",0,"C20H34NO16R"
"4435",0,"null"
"4436",0,"C5H9O3R"
"4437",0,"H2NR"
"4438",0,"CH4NR"
"4439",-1,"HNO3RS"
"4440",0,"C2HNOR2"
"4441",0,"C2H5O2R"
"4442",0,"C2H3O2R"
"4443",0,"C2H2R2"
"4444",0,"C2H2OR2"
"4445",0,"C256H381N65O77S6"
"4446",0,"C256H383N65O77S6"
"4447",0,"CH2NOR"
"4448",0,"C6H12O6"
"4449",0,"null"
"4450",0,"C8H18"
"4451",1,"C20H28R"
"4452",0,"null"
"4453",0,"C16H14O4"
"4454",0,"C10H12N5O3R"
"4455",1,"C19H22N6O5R"
"4456",-1,"C3H5NO2RS"
"4457",0,"HRS"
"4458",-3,"C20H29N5O17P3R2"
"4459",-3,"C20H27N5O16P3R2"
"4460",-3,"C21H29N5O16P3R2"
"4461",0,"C4H6N2O3R2"
"4462",-1,"C4H6N2O6PR2"
"4463",-3,"C19H27N3O17P3R2"
"4464",-3,"C20H29N3O17P3R2"
"4465",-2,"HO7P2R"
"4466",0,"HOR"
"4467",0,"C2H3O2R"
"4468",-3,"C19H26N2O21P3R2"
"4469",-4,"C23H32N3O23P3R2"
"4470",-3,"C19H26N2O21P3R2"
"4471",0,"C10H12N5O3R"
"4472",1,"C13H18N6O4R"
"4473",0,"null"
"4474",0,"C32H48N6O18R2"
"4475",-1,"C19H16N3O7"
"4476",0,"C11H20NO7PR2"
"4477",0,"C6H8O4R2"
"4478",0,"C24H40O20"
"4479",0,"C24H42O21"
"4480",0,"C2H4O"
"4481",0,"null"
"4482",0,"C25H21N3O2"
"4483",0,"Z"
"4484",-1,"C6H12O9P"
"4485",-2,"C16H23N5O15P2"
"4486",-2,"C11H19O15P2R"
"4487",0,"C4H6N2O3R2"
"4488",-1,"C4H6N2O6PR2"
"4489",-1,"C6H6NO3"
"4490",0,"C13H25NO2S2"
"4491",-1,"C10H18O4P"
"4492",-1,"C16H28O9P"
"4493",0,"null"
"4494",0,"C19H30O2"
"4495",0,"C6H8N2O2R2"
"4496",0,"C6H8N2O3R2"
"4497",0,"C6H8N2O3R2"
"4498",-3,"C24H34N7O17P3RS"
"4499",0,"C21H30O5"
"4500",0,"C21H20O8"
"4501",0,"C26H28O12"
"4502",0,"C4H6N2O3R2"
"4503",-1,"C4H6N2O6PR2"
"4504",0,"C4H6N2O3R2"
"4505",-1,"C4H6N2O6PR2"
"4506",-1,"C10H17O12PR"
"4507",-2,"C11H16O16P2R2"
"4508",-2,"C11H16O16P2R2"
"4509",-1,"C14H21O8PR3"
"4510",-1,"C15H23O8PR3"
"4511",-1,"C15H23O8PR3"
"4512",0,"CHRS2"
"4513",1,"C2H7NRS2"
"4514",-3,"C11H16O19P3R2"
"4515",0,"C9H18NO7PR2"
"4516",-1,"C22H33N10O15P2R2"
"4517",-2,"C15H21N5O14P2"
"4518",1,"C7H14N5O2R2"
"4519",0,"C4H6N2O3R2"
"4520",-1,"C4H6N2O6PR2"
"4521",-1,"C5H9O7PR"
"4522",0,"C5H9O4R"
"4523",-1,"C3H7O6PR"
"4524",-1,"C22H32NO18R2"
"4525",0,"C10H10N2O3R2"
"4526",-1,"C20H21N7O9PR2"
"4527",-1,"C17H27NO17PR2"
"4528",-1,"C42H72N2O21R"
"4529",0,"C8H14NO6R"
"4530",0,"C16H27N2O11R"
"4531",0,"C24H40N3O16R"
"4532",-1,"C4H6N2O6PR2"
"4533",0,"C4H6N2O3R2"
"4534",0,"C14H24NO11R"
"4535",0,"C20H34NO15R"
"4536",0,"RX"
"4537",0,"HX"
"4538",-2,"C10H14N3O6RS"
"4539",0,"HOR"
"4540",0,"C6H11O6R"
"4541",-1,"C3H5NO2RS"
"4542",0,"HRS"
"4543",-1,"I"
"4544",0,"CH2OR2"
"4545",0,"COR2"
"4546",0,"C2H5O2R"
"4547",0,"C2H3O2R"
"4548",0,"C12H17N3O4"
"4549",0,"H2NR"
"4550",-1,"C5H8N2O3R"
"4551",0,"C7H10N2O"
"4552",0,"C14H21N5O4R2"
"4553",1,"C14H23N6O3R2"
"4554",0,"C13H16N2O3"
"4555",0,"C10H12N5O3R"
"4556",2,"C16H26N9O4R"
"4557",0,"C10H12N5O3R"
"4558",0,"C14H17N6O6R"
"4559",1,"C14H19N7O5R"
"4560",0,"C10H12N5O3R"
"4561",1,"C13H18N6O4RS"
"4562",0,"C10H12N5O3R"
"4563",1,"C15H21N7O5R"
"4564",0,"C10H12N5O3R"
"4565",1,"C12H16N6O4R"
"4566",0,"C10H12N5O3R"
"4567",1,"C16H20N8O4R"
"4568",0,"C10H12N5O3R"
"4569",1,"C16H24N6O4R"
"4570",0,"C10H12N5O3R"
"4571",1,"C16H24N6O4R"
"4572",0,"C10H12N5O3R"
"4573",1,"C15H22N6O4RS"
"4574",0,"C10H12N5O3R"
"4575",1,"C19H22N6O4R"
"4576",0,"C10H12N5O3R"
"4577",0,"C15H19N6O4R"
"4578",0,"C10H12N5O3R"
"4579",0,"C13H17N6O5R"
"4580",0,"C10H12N5O3R"
"4581",0,"C14H19N6O5R"
"4582",0,"C10H12N5O3R"
"4583",1,"C21H23N7O4R"
"4584",0,"C10H12N5O3R"
"4585",1,"C15H22N6O4R"
"4586",-2,"C33H34N4O6"
"4587",0,"C18H32O16"
"4588",0,"C24H42O21"
"4589",0,"C10H10N2O3R2"
"4590",0,"C16H20N2O8R2"
"4591",-2,"C34H30FeN4O4R"
"4592",-2,"null"
"4593",0,"R"
"4594",-1,"C10H12N4O7P"
"4595",-3,"C19H26N2O21P3R2"
"4596",-3,"C20H28N2O21P3R2"
"4597",0,"C4H6O2"
"4598",-1,"C4H7O3"
"4599",0,"null"
"4600",0,"null"
"4601",0,"C28H46O"
"4602",-1,"C30H27O11"
"4603",0,"C30H26O10"
"4604",0,"null"
"4605",0,"null"
"4606",0,"null"
"4607",-1,"C4H8O7PR"
"4608",0,"C2H6NR"
"4609",0,"C4H8NOR"
"4610",0,"C19H37N5O7R2"
"4611",0,"C21H39N5O8R2"
"4612",0,"null"
"4613",0,"null"
"4614",0,"null"
"4615",-4,"C32H43N10O29P5R2"
"4616",-4,"C33H45N10O29P5R2"
"4617",1,"C12H16N5O3"
"4618",-3,"C20H27N5O20P3R2"
"4619",-3,"C27H37N5O22P3R2"
"4620",0,"C15H8O5R2"
"4621",0,"C21H18O10R2"
"4622",-1,"C26H31O8"
"4623",-2,"C26H32O9"
"4624",-1,"C3H4NO3"
"4625",-2,"C3H2O4"
"4626",-5,"C25H34N5O29P5R3"
"4627",-4,"C26H37N5O29P5R3"
"4628",0,"CH3RS2"
"4629",0,"C13H18O2"
"4630",2,"CuR"
"4631",0,"C13H16O2"
"4632",1,"CuR"
"4633",0,"null"
"4634",0,"C10H16O2"
"4635",0,"null"
"4636",-4,"C15H23O22P4R3"
"4637",0,"C2H2O2RX"
"4638",-1,"C2H2O3R"
"4639",-2,"C15H23O13P2R3"
"4640",-3,"C15H23O16P3R3"
"4641",-1,"C2H2NO2R2"
"4642",0,"COR2"
"4643",-4,"C35H56N7O18P3S"
"4644",-1,"C6H8N3O5R2"
"4645",0,"C4H7N3O2R2"
"4646",0,"C7H13N3O2R2"
"4647",0,"C8H15N3O2R2"
"4648",-1,"C3H5NO3RS"
"4649",-1,"ORS"
"4650",-1,"C6H8N3O4R2"
"4651",0,"C7H11N3O3R2S2"
"4652",0,"C7H9N3O3R2S2"
"4653",-1,"C5H8N2O3RS"
"4654",-4,"C27H39N5O29P5R3"
"4655",0,"null"
"4656",0,"null"
"4657",0,"C7H13N3O2R2"
"4658",0,"C8H15N3O2R2"
"4659",0,"C16H21N6O5RS"
"4660",0,"C3H5O3R"
"4661",-1,"C3H5O6PR"
"4662",-2,"C10H15N3O6S"
"4663",-3,"C18H26N5O10S2"
"4664",0,"null"
"4665",0,"null"
"4666",-1,"C6Cl5O"
"4667",0,"H2NR"
"4668",0,"C6H8N3O3R3"
"4669",0,"C9H11N5O2"
"4670",-2,"null"
"4671",0,"C4H7N2O3R"
"4672",-1,"C18H32N2O4R"
"4673",-1,"C4H6N2O6PR2"
"4674",0,"C4H6N2O3R2"
"4675",-1,"C5H8NO4S"
"4676",-1,"C5H8N2O3R"
"4677",-2,"C10H14N3O6R"
"4678",-1,"C12H23O2"
"4679",3,"null"
"4680",2,"null"
"4681",-1,"C25H45NO11RS"
"4682",0,"C4H6N2O3R2"
"4683",0,"C20H36N2O4R2"
"4684",0,"C5H8N2O3R2"
"4685",-1,"C5H8N2O6PR2"
"4686",0,"C12H11N3O2R2"
"4687",0,"C12H11N3O4R2"
"4688",-1,"C11H7N2O3S2"
"4689",-1,"C10H5N2O2S2"
"4690",0,"null"
"4691",0,"null"
"4692",-2,"C6H14O11P2"
"4693",-2,"C12H24O16P2"
"4694",0,"C3H7O3R"
"4695",0,"C7H13N3O2R2"
"4696",0,"C8H15N3O2R2"
"4697",1,"C22H28N7O"
"4698",1,"C21H28N7O"
"4699",0,"C5H4N5R"
"4700",0,"C11H14N5O5R"
"4701",-1,"C4H5N2O3R2"
"4702",0,"C10H16N2O8R2"
"4703",-1,"C5H5N2O4R2"
"4704",-1,"C5H5N2O5R2"
"4705",-1,"C29H42N11O16P2R2"
"4706",-2,"C26H19N3O9S2"
"4707",-2,"C25H19N3O9S2"
"4708",0,"C6H11O6R"
"4709",0,"C12H21O10R"
"4710",-4,"C37H51N5O31P4R4"
"4711",-4,"C43H61N5O36P4R4"
"4712",-2,"C12H16N3O8RS"
"4713",-1,"C2H2O3R"
"4714",0,"C10H14O2"
"4715",0,"C10H14O3"
"4716",0,"C15H19N6O6R"
"4717",0,"C10H12N5O3R"
"4718",0,"C25H45NO8R"
"4719",0,"C6H11O6"
"4720",0,"C6H10N2O2R2S"
"4721",0,"C6H10N2O3R2S"
"4722",-1,"C3H4O3R"
"4723",0,"HR"
"4724",0,"null"
"4725",0,"null"
"4726",0,"C7H13N3O2R2"
"4727",0,"C8H15N3O2R2"
"4728",0,"null"
"4729",1,"null"
"4730",0,"C17H28NO17PR2"
"4731",1,"C12H24NO10"
"4732",-2,"C3H2O4"
"4733",-4,"C24H34N7O19P3S"
"4734",-1,"C2H3NO2R"
"4735",-2,"C7H9N2O5R"
"4736",-1,"C4H6O7PR2"
"4737",0,"C4H6O4R2"
"4738",-1,"C5H5N2O4R2"
"4739",0,"C6H8N2O4R2"
"4740",0,"C7H13N3O2R2"
"4741",0,"C9H15N3O3R2"
"4742",0,"C5H7N3O3R2"
"4743",-2,"C41H69N2O17P2R"
"4744",-2,"C25H44O7P2"
"4745",0,"C21H32N5O13R3"
"4746",0,"null"
"4747",-2,"C18H24NO18P2R5"
"4748",-2,"C15H23O16P2R3"
"4749",-1,"C3H2NO3R2"
"4750",-1,"C16H23N7O7R5"
"4751",-1,"C16H20N6O8R5"
"4752",-1,"C3H5NO2RS"
"4753",-1,"C5H7NO3RS"
"4754",-1,"C5H9O6PR"
"4755",-2,"C5H9O9P2R"
"4756",-2,"C23H34N2O19P2R4S"
"4757",-2,"C22H34N2O18P2R4S"
"4758",0,"C6H8N2O2R2"
"4759",0,"C6H8N2O2R2"
"4760",-3,"C15H23O19P3R3"
"4761",-3,"C15H21O18P3R3"
"4762",-1,"C9H7N2O5R2S"
"4763",-1,"C10H8N3O6R2S"
"4764",-2,"C5H9O9P2R"
"4765",-2,"C5H9O10P2R"
"4766",0,"null"
"4767",0,"C4H6N2O3R2"
"4768",-1,"C4H6N2O6PR2"
"4769",0,"C4H6N2O2R2S"
"4770",-3,"C21H29N5O17P3R2"
"4771",0,"C5H8N2O2R2S"
"4772",-3,"C20H27N5O17P3R2"
"4773",-3,"C5H9O12P3R"
"4774",-3,"C5H9O13P3R"
"4775",0,"C3H7N2OR"
"4776",0,"C5H9N2O2R"
"4777",0,"C20H38NO4R"
"4778",0,"C26H48NO9R"
"4779",-2,"C41H70N2O17P2"
"4780",-2,"C47H80N2O22P2"
"4781",0,"C21H32O18"
"4782",0,"C22H34O18"
"4783",-1,"C11H15N5O6R3"
"4784",-2,"C11H13N4O7R3"
"4785",0,"C6H12N2O3R2"
"4786",0,"C8H14N2O4R2"
"4787",-3,"C22H33N4O13"
"4788",-1,"C5H12NO6PR"
"4789",0,"C6H8O5R2"
"4790",-1,"C6H13NO7P"
"4791",-1,"C9H18N2O8P"
"4792",-1,"C5H5O5"
"4793",0,"C17H26O15R2"
"4794",0,"C17H27N5O4R2S"
"4795",-1,"C18H26N5O6R2S"
"4796",0,"C12H19NO13S"
"4797",0,"C12H19NO13S"
"4798",0,"C18H30O15"
"4799",0,"C19H32O15"
"4800",0,"C4H6N2O3R2"
"4801",-1,"C4H6N2O6PR2"
"4802",0,"C4H6N2O3R2"
"4803",-1,"C4H6N2O6PR2"
"4804",0,"C10H10O2"
"4805",0,"C11H12O2"
"4806",0,"C9H7O2R"
"4807",-1,"C7H14NO6PR"
"4808",-1,"C8H13NO7PR2"
"4809",0,"C12H21O11R"
"4810",0,"C18H31O16R"
"4811",0,"HRS"
"4812",0,"C2H3ORS"
"4813",-1,"C27H49N2O8PRS"
"4814",0,"C18H31N2O24S3"
"4815",0,"C20H33N2O25S3"
"4816",0,"C17H26O15R2"
"4817",0,"C10H17O9R"
"4818",0,"C12H15O11R3"
"4819",-3,"C17H22N3O18P2"
"4820",-1,"null"
"4821",0,"C9H12NO8R4"
"4822",0,"C11H14NO9R4"
"4823",-2,"C33H57NO12P2"
"4824",-1,"C22H34N3O4R2S"
"4825",0,"C23H37N3O4R2S"
"4826",0,"C19H33N3O13R2"
"4827",0,"C13H23N3O8R2"
"4828",0,"null"
"4829",-1,"null"
"4830",-4,"C11H16O22P4R2"
"4831",0,"C20H30O"
"4832",0,"C21H29O2R"
"4833",-1,"C4H6N2O6PR2"
"4834",0,"C4H6N2O3R2"
"4835",0,"C7H13N3O2R2"
"4836",0,"C17H27N5O4R2S"
"4837",0,"C7H13N3O2R2"
"4838",0,"C17H27N5O4R2S"
"4839",-1,"C17H27NO14R"
"4840",-2,"C28H43N2O22R"
"4841",0,"C14H24NO11R"
"4842",0,"C22H37N2O16R"
"4843",0,"null"
"4844",-2,"C15H23N3O14P2"
"4845",-2,"C73H120O21P2"
"4846",-2,"C79H130O24P2"
"4847",0,"C7H13N3O2R2"
"4848",0,"C17H27N5O4R2S"
"4849",-1,"C50H85N3O26R"
"4850",-2,"C13H23N2O8PS"
"4851",0,"null"
"4852",0,"null"
"4853",0,"null"
"4854",-1,"null"
"4855",-1,"C25H40N2O19R"
"4856",-2,"C41H61N3O34R2"
"4857",-2,"C49H74N4O39R2"
"4858",0,"C7H13N3O2R2"
"4859",0,"C17H27N5O4R2S"
"4860",0,"C21H34N2O17R2"
"4861",-1,"C27H41N2O23R2"
"4862",-3,"null"
"4863",-1,"C56H95N3O31R"
"4864",0,"C22H36O19R2"
"4865",-1,"C22H35O22R2S"
"4866",-2,"C17H25NO17P2R4"
"4867",-1,"C10H14NO11PR3"
"4868",-2,"C19H27N2O18P2R5"
"4869",-2,"C21H29N3O19P2R6"
"4870",3,"null"
"4871",2,"null"
"4872",0,"null"
"4873",0,"null"
"4874",0,"null"
"4875",0,"C3H3N2O2R2"
"4876",0,"C6H10N2O2R2S"
"4877",1,"C7H13N2O2R2S"
"4878",1,"C7H14N5O2R2"
"4879",1,"C8H16N5O2R2"
"4880",1,"C7H14N5O2R2"
"4881",1,"C8H16N5O2R2"
"4882",-1,"C6H11NO7PR2"
"4883",-1,"C3H6O6PR2"
"4884",-1,"C5H8O7PR2"
"4885",-3,"C24H36N7O17P3RS"
"4886",-3,"C24H36N7O17P3RS"
"4887",0,"C10H10N2O3"
"4888",0,"null"
"4889",-4,"C29H46N7O18P3S"
"4890",-4,"C29H46N7O18P3S"
"4891",0,"C40H62"
"4892",0,"C40H60"
"4893",0,"C27H46O"
"4894",0,"null"
"4895",0,"null"
"4896",0,"null"
"4897",-3,"C20H29N3O17P3R2"
"4898",0,"null"
"4899",0,"C9H17N3O2R2"
"4900",1,"C10H20N3O2R2"
"4901",0,"null"
"4902",-1,"C7H11NO7PR2"
"4903",0,"C10H18NO7PR2"
"4904",0,"null"
"4905",-1,"C2H7NO4P"
"4906",0,"C4H9NO2Se"
"4907",-1,"C9H15N2O5Se"
"4908",0,"null"
"4909",0,"null"
"4910",0,"null"
"4911",-1,"C4H9NO6P"
"4912",0,"C8H11NO6R2"
"4913",-1,"C5H7NO3RS"
"4914",0,"null"
"4915",-2,"C95H160N2O62P2"
"4916",0,"null"
"4917",-2,"C104H170N14O30P2"
"4918",-1,"C104H171N14O30P2"
"4919",-3,"C105H169N14O32P2"
"4920",0,"C12H14O2"
"4921",0,"null"
"4922",0,"null"
"4923",-6,"C110H196N2O39P2"
"4924",-6,"C96H170N2O38P2"
"4925",0,"C23H36O20R2"
"4926",-1,"C20H32O20PR2"
"4927",0,"null"
"4928",0,"null"
"4929",-1,"C31H55NO16RS"
"4930",0,"null"
"4931",0,"C59H102N3O32R"
"4932",0,"C57H99N2O32R"
"4933",0,"C51H89N2O27R"
"4934",-1,"C16H24O9R"
"4935",-1,"C8H12O5R"
"4936",0,"C7H13N3O2R2"
"4937",0,"C27H28O15R2"
"4938",-4,"C30H40N7O18P3S"
"4939",0,"null"
"4940",0,"C11H16O10R2"
"4941",0,"C17H26O15R2"
"4942",0,"C4H6N2O3R2"
"4943",0,"C4H6N2O3R2"
"4944",0,"C7H13N3O2R2"
"4945",0,"C8H15N3O2R2"
"4946",0,"null"
"4947",0,"null"
"4948",0,"N2"
"4949",-2,"C17H21N4O9P"
"4950",-3,"C17H18N4O9P"
"4951",-4,"C30H33N9O13"
"4952",-1,"C9H7O3"
"4953",-1,"C15H17O8"
"4954",0,"C7H13N3O2R2"
"4955",0,"C11H22N4O2R2"
"4956",-1,"C5H5O8PR3"
"4957",-1,"C4H6O7PR2"
"4958",-1,"C9H4Cl3O2"
"4959",-1,"C5H4ClO3"
"4960",-1,"C3H2ClO2"
"4961",-1,"C3H2ClO2"
"4962",0,"C8H10O"
"4963",0,"null"
"4964",-1,"C20H13ClNO8"
"4965",-1,"C22H22ClN2O8"
"4966",-3,"C24H36N8O18P3S"
"4967",0,"C20H15NO6"
"4968",-2,"C25H42O7P2"
"4969",0,"C10H12N5O3R"
"4970",0,"C14H17N6O6R"
"4971",-1,"C12H16N4O6R3S"
"4972",-1,"C11H16N4O5R3S"
"4973",0,"C15H12O"
"4974",-1,"ClO2"
"4975",0,"C21H20O6"
"4976",0,"null"
"4977",-1,"C2H6AsO2"
"4978",0,"null"
"4979",0,"null"
"4980",-1,"C3H4N2O3R"
"4981",-2,"C54H89N2O25P2R7"
"4982",-2,"C52H91N2O23P2R5"
"4983",0,"null"
"4984",0,"null"
"4985",-3,"C11H16O19P3R2"
"4986",0,"C18H31N2O27S4"
"4987",-3,"C11H16O19P3R2"
"4988",-2,"C11H16O16P2R2"
"4989",-2,"C33H34N4O6"
"4990",-2,"C33H36N4O6"
"4991",-1,"C56H92O9P"
"4992",0,"C24H41O21"
"4993",-1,"C50H82O4P"
"4994",0,"C30H51O26"
"4995",0,"null"
"4996",0,"C12H22O11"
"4997",0,"CH3N2R"
"4998",0,"CH2NOR"
"4999",-2,"C9H11N2O5RS"
"5000",-4,"C22H31N7O17P3SR"
"5001",-1,"C30H25O13"
"5002",-1,"C27H29O16"
"5003",-1,"C36H35O18"
"5004",0,"C16H17O8RS"
"5005",0,"C16H19O8RS"
"5006",0,"C17H19O8RS"
"5007",0,"C17H21O8RS"
"5008",0,"C18H21O8RS"
"5009",0,"C18H23O8RS"
"5010",0,"C20H21O10RS"
"5011",0,"C20H23O10RS"
"5012",0,"C21H23O10RS"
"5013",0,"C21H25O10RS"
"5014",0,"C22H25O10RS"
"5015",0,"C22H27O10RS"
"5016",-1,"C20H13O8"
"5017",0,"C21H16O8"
"5018",0,"C21H16O8"
"5019",0,"C5H8NORS"
"5020",0,"C5H6NORS"
"5021",0,"C5H4NORS"
"5022",0,"C6H6NORS"
"5023",0,"C9H8NO3RS"
"5024",0,"C10H10NO3RS"
"5025",-1,"C11H15O12R2S"
"5026",0,"C26H21N3O3"
"5027",0,"C25H21N3O3"
"5028",0,"null"
"5029",-3,"C31H40N8O17P3S"
"5030",0,"HO2R"
"5031",0,"R2S2"
"5032",0,"null"
"5033",0,"null"
"5034",0,"null"
"5035",1,"C7H14N5O2R2"
"5036",1,"C8H16N5O2R2"
"5037",0,"C11H14NO9R4"
"5038",0,"C19H30O3"
"5039",-2,"C11H19O15P2R"
"5040",0,"C12H21O11R"
"5041",0,"C6H11O6R"
"5042",0,"C14H24NO11R"
"5043",0,"C4H12N2"
"5044",0,"C4H9NO"
"5045",0,"C2H2O2RX"
"5046",-1,"C14H21NO12R"
"5047",-1,"C22H34N2O17R"
"5048",-1,"C14H21NO12R"
"5049",-2,"C20H28NO18R"
"5050",-1,"C14H21NO12R"
"5051",-2,"C20H28NO18R"
"5052",0,"null"
"5053",-2,"C6H11O9P"
"5054",0,"null"
"5055",0,"null"
"5056",0,"C11H16N2O5"
"5057",0,"C5H9O3R"
"5058",-1,"C5H9O6PR"
"5059",-1,"C6H8O7PR2"
"5060",-1,"C35H54N3O28R2"
"5061",1,"C12H24NO10"
"5062",0,"C28H48O"
"5063",0,"C28H48O"
"5064",0,"C28H46O"
"5065",0,"C28H48O"
"5066",0,"C28H48O2"
"5067",0,"C28H48O3"
"5068",0,"C28H48O2"
"5069",0,"C28H46O2"
"5070",0,"C28H48O2"
"5071",0,"C28H50O"
"5072",0,"C28H50O2"
"5073",0,"C28H50O3"
"5074",0,"C28H48O4"
"5075",0,"C28H48O3"
"5076",0,"C28H46O4"
"5077",0,"C28H50O3"
"5078",0,"C28H48O4"
"5079",2,"C7H19N3"
"5080",0,"C11H20N4O2R2"
"5081",0,"C31H52O"
"5082",0,"C29H48O"
"5083",0,"C29H48O"
"5084",0,"C29H50O"
"5085",-1,"C29H45O3"
"5086",0,"C28H44O"
"5087",0,"C28H46O"
"5088",0,"C27H46O2"
"5089",0,"C28H48O2"
"5090",0,"C27H46O2"
"5091",0,"C28H48O2"
"5092",1,"C28H45O"
"5093",0,"C40H60"
"5094",0,"C40H56"
"5095",1,"C22H29N2O3"
"5096",1,"C10H15N2O3"
"5097",0,"C5H11NO2"
"5098",0,"C40H58O"
"5099",0,"C40H54"
"5100",0,"C40H58O"
"5101",0,"C40H56O"
"5102",0,"C41H58O"
"5103",0,"C41H60O2"
"5104",0,"C41H58O2"
"5105",0,"C42H60O2"
"5106",0,"C42H58O3"
"5107",0,"C42H56O4"
"5108",0,"C41H60O"
"5109",0,"C41H62O2"
"5110",0,"C42H64O2"
"5111",0,"C40H60O"
"5112",0,"C40H58O"
"5113",0,"C41H60O"
"5114",0,"C41H62O2"
"5115",0,"C41H58O2"
"5116",0,"C41H60O3"
"5117",0,"C40H58"
"5118",0,"C40H52"
"5119",0,"C40H54O"
"5120",0,"C52H76O12"
"5121",0,"C21H30O9"
"5122",-1,"C15H19O5"
"5123",-2,"C18H35O7P"
"5124",-1,"C18H35O4"
"5125",-5,"C6H12O21P5"
"5126",-5,"C6H12O21P5"
"5127",0,"C27H46O2"
"5128",-1,"C16H25N4O8P2S"
"5129",-1,"C17H27N4O8P2S"
"5130",-1,"C17H27N4O8P2S"
"5131",0,"C5H11NO3S"
"5132",0,"C6H10N2O3R2S"
"5133",0,"C5H11NO3S"
